,lyft_display_name,lyft_max_estimate,lyft_min_estimate,lyft_distance,lyft_duration,lyft_category
31243,Lyft Line,561,561,1.84,848,Carpool Service
31249,Lyft Line,748,748,2.52,848,Carpool Service
31255,Lyft Line,773,773,3.67,934,Carpool Service
31261,Lyft Line,464,464,2.15,633,Carpool Service
31267,Lyft Line,700,700,2.97,1120,Carpool Service
31273,Lyft Line,551,551,2.18,726,Carpool Service
31279,Lyft Line,589,589,2.22,847,Carpool Service
31285,Lyft Line,522,522,1.54,648,Carpool Service
31291,Lyft Line,690,690,2.99,982,Carpool Service
31297,Lyft Line,573,573,2.4,661,Carpool Service
31303,Lyft Line,623,623,1.81,627,Carpool Service
31309,Lyft Line,625,625,2.81,838,Carpool Service
31315,Lyft Line,542,542,2.16,610,Carpool Service
31321,Lyft Line,522,522,1.82,575,Carpool Service
31327,Lyft Line,661,661,2.98,798,Carpool Service
31333,Lyft Line,522,522,1.63,614,Carpool Service
31339,Lyft Line,642,642,2.8,824,Carpool Service
31345,Lyft Line,749,749,3.36,1166,Carpool Service
31351,Lyft Line,408,408,1.82,684,Carpool Service
31357,Lyft Line,592,592,2.02,816,Carpool Service
31363,Lyft Line,637,637,2.74,781,Carpool Service
31369,Lyft Line,567,567,2.07,761,Carpool Service
31375,Lyft Line,537,537,1.76,629,Carpool Service
31381,Lyft Line,600,600,2.18,899,Carpool Service
31387,Lyft Line,609,609,2.62,741,Carpool Service
31393,Lyft Line,537,537,2.01,641,Carpool Service
31399,Lyft Line,591,591,2.38,753,Carpool Service
31405,Lyft Line,655,655,2.81,840,Carpool Service
31411,Lyft Line,661,661,2.56,1008,Carpool Service
31417,Lyft Line,669,669,2.76,1046,Carpool Service
31423,Lyft Line,688,688,2.96,973,Carpool Service
31429,Lyft Line,685,685,3.3,925,Carpool Service
31435,Lyft Line,537,537,1.78,658,Carpool Service
31441,Lyft Line,585,585,2.45,696,Carpool Service
31447,Lyft Line,592,592,2.51,752,Carpool Service
31453,Lyft Line,523,523,1.93,642,Carpool Service
31459,Lyft Line,671,671,1.89,696,Carpool Service
31465,Lyft Line,564,564,2.33,637,Carpool Service
31471,Lyft Line,528,528,1.68,659,Carpool Service
31477,Lyft Line,604,604,2.35,868,Carpool Service
31483,Lyft Line,481,481,1.41,543,Carpool Service
31489,Lyft Line,566,566,2.14,806,Carpool Service
31495,Lyft Line,693,693,3.07,1065,Carpool Service
31501,Lyft Line,613,613,2.23,913,Carpool Service
31507,Lyft Line,585,585,2.45,830,Carpool Service
31513,Lyft Line,753,753,3.38,1235,Carpool Service
31519,Lyft Line,631,631,2.75,933,Carpool Service
31525,Lyft Line,602,602,2.65,837,Carpool Service
31531,Lyft Line,596,596,2.59,955,Carpool Service
31537,Lyft Line,821,821,4.58,1290,Carpool Service
31543,Lyft Line,538,538,1.8,871,Carpool Service
31549,Lyft Line,679,679,3.21,1087,Carpool Service
31555,Lyft Line,664,664,2.48,1010,Carpool Service
31561,Lyft Line,472,472,1.6,633,Carpool Service
31567,Lyft Line,810,810,3.67,1396,Carpool Service
31573,Lyft Line,536,536,2.42,802,Carpool Service
31579,Lyft Line,845,845,4.45,1171,Carpool Service
31585,Lyft Line,679,679,2.68,1001,Carpool Service
31591,Lyft Line,663,663,2.0,817,Carpool Service
31597,Lyft Line,595,595,2.24,955,Carpool Service
31603,Lyft Line,638,638,2.8,953,Carpool Service
31609,Lyft Line,517,517,1.79,749,Carpool Service
31615,Lyft Line,528,528,2.32,642,Carpool Service
31621,Lyft Line,471,471,1.6,633,Carpool Service
31627,Lyft Line,798,798,4.13,1223,Carpool Service
31633,Lyft Line,730,730,3.43,1200,Carpool Service
31639,Lyft Line,457,457,1.46,579,Carpool Service
31645,Lyft Line,600,600,2.3,823,Carpool Service
31651,Lyft Line,615,615,2.78,848,Carpool Service
31657,Lyft Line,589,589,2.46,938,Carpool Service
31663,Lyft Line,627,627,2.36,1070,Carpool Service
31669,Lyft Line,710,710,3.77,1164,Carpool Service
31675,Lyft Line,544,544,1.9,841,Carpool Service
31681,Lyft Line,528,528,1.81,841,Carpool Service
31687,Lyft Line,667,667,2.75,1092,Carpool Service
31693,Lyft Line,486,486,1.9,552,Carpool Service
31699,Lyft Line,644,644,2.99,910,Carpool Service
31705,Lyft Line,486,486,1.56,580,Carpool Service
31711,Lyft Line,482,482,1.7,691,Carpool Service
31717,Lyft Line,545,545,2.34,717,Carpool Service
31723,Lyft Line,562,562,1.88,934,Carpool Service
31729,Lyft Line,599,599,2.81,803,Carpool Service
31735,Lyft Line,523,523,2.07,711,Carpool Service
31741,Lyft Line,600,600,2.77,828,Carpool Service
31747,Lyft Line,523,523,2.07,711,Carpool Service
31753,Lyft Line,630,630,2.37,1082,Carpool Service
31759,Lyft Line,606,606,2.46,908,Carpool Service
31765,Lyft Line,592,592,2.28,928,Carpool Service
31771,Lyft Line,472,472,1.43,666,Carpool Service
31777,Lyft Line,624,624,2.91,889,Carpool Service
31783,Lyft Line,622,622,2.7,914,Carpool Service
31789,Lyft Line,822,822,4.53,1315,Carpool Service
31795,Lyft Line,470,470,1.54,619,Carpool Service
31801,Lyft Line,472,472,1.93,550,Carpool Service
31807,Lyft Line,585,585,2.64,754,Carpool Service
31813,Lyft Line,846,846,2.58,943,Carpool Service
31819,Lyft Line,527,527,1.91,793,Carpool Service
31825,Lyft Line,573,573,2.37,803,Carpool Service
31831,Lyft Line,572,572,2.32,855,Carpool Service
31837,Lyft Line,676,676,3.09,1080,Carpool Service
31843,Lyft Line,658,658,3.26,1037,Carpool Service
31849,Lyft Line,555,555,1.92,876,Carpool Service
31855,Lyft Line,740,740,2.33,708,Carpool Service
31861,Lyft Line,668,668,3.09,1040,Carpool Service
31867,Lyft Line,531,531,1.85,796,Carpool Service
31873,Lyft Line,656,656,2.88,1009,Carpool Service
31879,Lyft Line,846,846,2.22,953,Carpool Service
31885,Lyft Line,553,553,1.51,662,Carpool Service
31891,Lyft Line,778,778,2.88,945,Carpool Service
31897,Lyft Line,682,682,2.9,1114,Carpool Service
31903,Lyft Line,697,697,2.94,1192,Carpool Service
31909,Lyft Line,688,688,2.99,1178,Carpool Service
31915,Lyft Line,640,640,2.49,1083,Carpool Service
31921,Lyft Line,595,595,2.3,937,Carpool Service
31927,Lyft Line,699,699,3.19,1162,Carpool Service
31933,Lyft Line,732,732,3.31,1216,Carpool Service
31939,Lyft Line,692,692,2.03,935,Carpool Service
31945,Lyft Line,606,606,2.28,998,Carpool Service
31951,Lyft Line,596,596,2.02,1097,Carpool Service
31957,Lyft Line,787,787,2.09,836,Carpool Service
31963,Lyft Line,759,759,2.94,939,Carpool Service
31969,Lyft Line,610,610,2.75,884,Carpool Service
31975,Lyft Line,1060,1060,2.25,860,Carpool Service
31981,Lyft Line,582,582,1.98,523,Carpool Service
31987,Lyft Line,529,529,1.72,833,Carpool Service
31993,Lyft Line,603,603,2.7,1020,Carpool Service
31999,Lyft Line,746,746,1.73,742,Carpool Service
32005,Lyft Line,817,817,2.6,1207,Carpool Service
32011,Lyft Line,544,544,2.1,805,Carpool Service
32017,Lyft Line,595,595,2.44,927,Carpool Service
32023,Lyft Line,717,717,3.35,1185,Carpool Service
32029,Lyft Line,583,583,2.45,868,Carpool Service
32035,Lyft Line,853,853,2.38,941,Carpool Service
32041,Lyft Line,794,794,3.88,1398,Carpool Service
32047,Lyft Line,545,545,2.02,799,Carpool Service
32053,Lyft Line,635,635,1.56,647,Carpool Service
32059,Lyft Line,796,796,3.69,1385,Carpool Service
32065,Lyft Line,565,565,2.03,936,Carpool Service
32071,Lyft Line,755,755,2.34,906,Carpool Service
32077,Lyft Line,610,610,2.75,884,Carpool Service
32083,Lyft Line,821,821,2.83,1177,Carpool Service
32089,Lyft Line,535,535,1.94,867,Carpool Service
32095,Lyft Line,602,602,2.61,939,Carpool Service
32101,Lyft Line,829,829,2.35,918,Carpool Service
32107,Lyft Line,645,645,2.91,1051,Carpool Service
32113,Lyft Line,587,587,1.56,701,Carpool Service
32119,Lyft Line,609,609,2.27,996,Carpool Service
32125,Lyft Line,537,537,2.11,727,Carpool Service
32131,Lyft Line,631,631,2.55,1062,Carpool Service
32137,Lyft Line,516,516,1.79,785,Carpool Service
32143,Lyft Line,563,563,2.14,883,Carpool Service
32149,Lyft Line,745,745,3.67,1499,Carpool Service
32155,Lyft Line,509,509,1.69,791,Carpool Service
32161,Lyft Line,689,689,3.51,1144,Carpool Service
32167,Lyft Line,714,714,2.44,958,Carpool Service
32173,Lyft Line,773,773,1.74,646,Carpool Service
32179,Lyft Line,1140,1140,4.15,1210,Carpool Service
32185,Lyft Line,595,595,1.68,727,Carpool Service
32191,Lyft Line,554,554,2.4,786,Carpool Service
32197,Lyft Line,570,570,1.73,699,Carpool Service
32203,Lyft Line,586,586,2.8,742,Carpool Service
32209,Lyft Line,458,458,1.85,511,Carpool Service
32215,Lyft Line,565,565,2.55,828,Carpool Service
32221,Lyft Line,727,727,3.55,1216,Carpool Service
32227,Lyft Line,471,471,2.38,933,Carpool Service
32233,Lyft Line,680,680,3.2,1055,Carpool Service
32239,Lyft Line,581,581,2.69,758,Carpool Service
32245,Lyft Line,608,608,2.9,865,Carpool Service
32251,Lyft Line,602,602,2.34,985,Carpool Service
32257,Lyft Line,552,552,2.34,799,Carpool Service
32263,Lyft Line,646,646,2.14,753,Carpool Service
32269,Lyft Line,644,644,2.94,1029,Carpool Service
32275,Lyft Line,475,475,2.38,952,Carpool Service
32281,Lyft Line,479,479,1.83,626,Carpool Service
32287,Lyft Line,583,583,2.71,811,Carpool Service
32293,Lyft Line,810,810,3.46,1329,Carpool Service
32299,Lyft Line,730,730,3.55,1232,Carpool Service
32305,Lyft Line,545,545,2.16,829,Carpool Service
32311,Lyft Line,589,589,2.74,923,Carpool Service
32317,Lyft Line,438,438,1.6,581,Carpool Service
32323,Lyft Line,485,485,1.73,652,Carpool Service
32329,Lyft Line,449,449,1.58,610,Carpool Service
32335,Lyft Line,601,601,2.74,944,Carpool Service
32341,Lyft Line,476,476,2.4,955,Carpool Service
32347,Lyft Line,635,635,3.44,1208,Carpool Service
32353,Lyft Line,495,495,1.69,683,Carpool Service
32359,Lyft Line,626,626,2.82,937,Carpool Service
32365,Lyft Line,648,648,2.31,739,Carpool Service
32371,Lyft Line,631,631,2.54,1068,Carpool Service
32377,Lyft Line,494,494,1.67,682,Carpool Service
32383,Lyft Line,560,560,1.99,783,Carpool Service
32389,Lyft Line,844,844,3.08,1176,Carpool Service
32395,Lyft Line,532,532,1.82,880,Carpool Service
32401,Lyft Line,497,497,1.96,667,Carpool Service
32407,Lyft Line,684,684,3.19,1136,Carpool Service
32413,Lyft Line,641,641,3.12,1057,Carpool Service
32419,Lyft Line,666,666,3.02,1133,Carpool Service
32425,Lyft Line,493,493,1.79,711,Carpool Service
32431,Lyft Line,484,484,1.91,826,Carpool Service
32437,Lyft Line,474,474,1.56,666,Carpool Service
32443,Lyft Line,655,655,2.83,1130,Carpool Service
32449,Lyft Line,603,603,1.74,803,Carpool Service
32455,Lyft Line,519,519,2.02,753,Carpool Service
32461,Lyft Line,747,747,3.42,1252,Carpool Service
32467,Lyft Line,567,567,2.38,862,Carpool Service
32473,Lyft Line,745,745,3.3,1343,Carpool Service
32479,Lyft Line,603,603,2.8,878,Carpool Service
32485,Lyft Line,716,716,2.76,954,Carpool Service
32491,Lyft Line,486,486,1.68,641,Carpool Service
32497,Lyft Line,567,567,2.38,859,Carpool Service
32503,Lyft Line,500,500,1.6,617,Carpool Service
32509,Lyft Line,485,485,1.98,638,Carpool Service
32515,Lyft Line,595,595,2.92,1010,Carpool Service
32521,Lyft Line,509,509,1.97,721,Carpool Service
32527,Lyft Line,697,697,3.29,1107,Carpool Service
32533,Lyft Line,692,692,3.74,1029,Carpool Service
32539,Lyft Line,556,556,2.21,820,Carpool Service
32545,Lyft Line,602,602,3.07,768,Carpool Service
32551,Lyft Line,447,447,1.61,541,Carpool Service
32557,Lyft Line,593,593,2.66,874,Carpool Service
32563,Lyft Line,753,753,3.75,1099,Carpool Service
32569,Lyft Line,538,538,2.52,658,Carpool Service
32575,Lyft Line,640,640,2.79,952,Carpool Service
32581,Lyft Line,576,576,2.5,857,Carpool Service
32587,Lyft Line,552,552,2.58,790,Carpool Service
32593,Lyft Line,620,620,2.92,923,Carpool Service
32599,Lyft Line,517,517,2.07,683,Carpool Service
32605,Lyft Line,496,496,2.15,587,Carpool Service
32611,Lyft Line,447,447,1.5,517,Carpool Service
32617,Lyft Line,623,623,3.17,891,Carpool Service
32623,Lyft Line,559,559,2.34,786,Carpool Service
32629,Lyft Line,711,711,3.42,912,Carpool Service
32635,Lyft Line,563,563,2.6,726,Carpool Service
32641,Lyft Line,531,531,2.26,677,Carpool Service
32647,Lyft Line,611,611,2.94,788,Carpool Service
32653,Lyft Line,567,567,2.54,797,Carpool Service
32659,Lyft Line,549,549,2.85,784,Carpool Service
32665,Lyft Line,448,448,1.51,517,Carpool Service
32671,Lyft Line,530,530,2.25,720,Carpool Service
32677,Lyft Line,440,440,1.54,540,Carpool Service
32683,Lyft Line,770,770,4.72,1109,Carpool Service
32689,Lyft Line,711,711,3.39,1030,Carpool Service
32695,Lyft Line,624,624,3.07,934,Carpool Service
32701,Lyft Line,510,510,2.04,654,Carpool Service
32707,Lyft Line,752,752,3.61,1078,Carpool Service
32713,Lyft Line,554,554,2.2,813,Carpool Service
32719,Lyft Line,441,441,1.49,489,Carpool Service
32725,Lyft Line,594,594,2.75,893,Carpool Service
32731,Lyft Line,542,542,2.21,799,Carpool Service
32737,Lyft Line,498,498,2.0,658,Carpool Service
32743,Lyft Line,515,515,2.0,660,Carpool Service
32749,Lyft Line,629,629,3.07,854,Carpool Service
32755,Lyft Line,637,637,2.7,843,Carpool Service
32761,Lyft Line,628,628,2.82,775,Carpool Service
32767,Lyft Line,476,476,1.98,505,Carpool Service
32773,Lyft Line,580,580,2.77,768,Carpool Service
32779,Lyft Line,485,485,1.8,630,Carpool Service
32785,Lyft Line,756,756,2.9,898,Carpool Service
32791,Lyft Line,795,795,3.2,987,Carpool Service
32797,Lyft Line,465,465,1.65,548,Carpool Service
32803,Lyft Line,564,564,2.12,885,Carpool Service
32809,Lyft Line,589,589,2.08,586,Carpool Service
32815,Lyft Line,517,517,2.13,739,Carpool Service
32821,Lyft Line,537,537,2.41,739,Carpool Service
32827,Lyft Line,668,668,3.98,928,Carpool Service
32833,Lyft Line,564,564,2.2,735,Carpool Service
32839,Lyft Line,489,489,1.57,522,Carpool Service
32845,Lyft Line,484,484,1.54,444,Carpool Service
32851,Lyft Line,604,604,2.88,752,Carpool Service
32857,Lyft Line,551,551,2.42,630,Carpool Service
32863,Lyft Line,603,603,2.49,810,Carpool Service
32869,Lyft Line,538,538,2.17,625,Carpool Service
32875,Lyft Line,626,626,2.9,856,Carpool Service
32881,Lyft Line,671,671,3.16,956,Carpool Service
32887,Lyft Line,463,463,1.4,502,Carpool Service
32893,Lyft Line,673,673,3.05,976,Carpool Service
32899,Lyft Line,591,591,2.75,696,Carpool Service
32905,Lyft Line,489,489,2.96,825,Carpool Service
32911,Lyft Line,550,550,2.25,691,Carpool Service
32917,Lyft Line,717,717,2.73,641,Carpool Service
32923,Lyft Line,621,621,2.96,715,Carpool Service
32929,Lyft Line,617,617,3.0,680,Carpool Service
32935,Lyft Line,734,734,3.86,941,Carpool Service
32941,Lyft Line,665,665,2.81,671,Carpool Service
32947,Lyft Line,816,816,3.05,965,Carpool Service
32953,Lyft Line,694,694,3.21,1020,Carpool Service
32959,Lyft Line,560,560,2.15,736,Carpool Service
32965,Lyft Line,671,671,3.11,797,Carpool Service
32971,Lyft Line,561,561,2.56,713,Carpool Service
32977,Lyft Line,483,483,1.77,516,Carpool Service
32983,Lyft Line,557,557,1.81,609,Carpool Service
32989,Lyft Line,524,524,1.99,707,Carpool Service
32995,Lyft Line,597,597,2.61,733,Carpool Service
33001,Lyft Line,480,480,1.48,545,Carpool Service
33007,Lyft Line,616,616,2.87,727,Carpool Service
33013,Lyft Line,459,459,1.88,330,Carpool Service
33019,Lyft Line,547,547,2.46,683,Carpool Service
33025,Lyft Line,579,579,2.53,725,Carpool Service
33031,Lyft Line,592,592,2.67,685,Carpool Service
33037,Lyft Line,747,747,2.69,764,Carpool Service
33043,Lyft Line,474,474,1.54,465,Carpool Service
33049,Lyft Line,705,705,3.31,1024,Carpool Service
33055,Lyft Line,724,724,3.44,966,Carpool Service
33061,Lyft Line,561,561,2.62,690,Carpool Service
33067,Lyft Line,496,496,1.76,581,Carpool Service
33073,Lyft Line,563,563,3.36,936,Carpool Service
33079,Lyft Line,514,514,1.87,593,Carpool Service
33085,Lyft Line,486,486,1.77,532,Carpool Service
33091,Lyft Line,509,509,1.87,641,Carpool Service
33097,Lyft Line,614,614,2.71,825,Carpool Service
33103,Lyft Line,937,937,4.62,908,Carpool Service
33109,Lyft Line,593,593,1.56,474,Carpool Service
33115,Lyft Line,527,527,2.13,669,Carpool Service
33121,Lyft Line,505,505,1.56,474,Carpool Service
33127,Lyft Line,692,692,2.88,857,Carpool Service
33133,Lyft Line,557,557,2.47,639,Carpool Service
33139,Lyft Line,543,543,2.31,677,Carpool Service
33145,Lyft Line,534,534,1.95,717,Carpool Service
33151,Lyft Line,570,570,2.06,652,Carpool Service
33157,Lyft Line,651,651,2.49,637,Carpool Service
33163,Lyft Line,644,644,2.28,692,Carpool Service
33169,Lyft Line,577,577,2.57,652,Carpool Service
33175,Lyft Line,603,603,2.89,651,Carpool Service
33181,Lyft Line,637,637,3.01,816,Carpool Service
33187,Lyft Line,757,757,4.26,910,Carpool Service
33193,Lyft Line,528,528,2.12,595,Carpool Service
33199,Lyft Line,527,527,2.15,654,Carpool Service
33205,Lyft Line,788,788,4.56,947,Carpool Service
33211,Lyft Line,646,646,2.89,904,Carpool Service
33217,Lyft Line,684,684,3.59,822,Carpool Service
33223,Lyft Line,605,605,1.88,653,Carpool Service
33229,Lyft Line,456,456,1.6,386,Carpool Service
33235,Lyft Line,522,522,2.05,593,Carpool Service
33241,Lyft Line,459,459,1.39,488,Carpool Service
33247,Lyft Line,563,563,2.49,661,Carpool Service
33253,Lyft Line,529,529,1.83,673,Carpool Service
33259,Lyft Line,538,538,2.46,551,Carpool Service
33265,Lyft Line,461,461,1.4,490,Carpool Service
33271,Lyft Line,785,785,4.55,933,Carpool Service
33277,Lyft Line,686,686,3.23,816,Carpool Service
33283,Lyft Line,541,541,2.29,552,Carpool Service
33289,Lyft Line,544,544,2.44,630,Carpool Service
33295,Lyft Line,496,496,1.73,493,Carpool Service
33301,Lyft Line,560,560,2.37,615,Carpool Service
33307,Lyft Line,584,584,2.79,689,Carpool Service
33313,Lyft Line,443,443,1.17,385,Carpool Service
33319,Lyft Line,538,538,2.51,618,Carpool Service
33325,Lyft Line,483,483,1.67,555,Carpool Service
33331,Lyft Line,462,462,1.43,482,Carpool Service
33337,Lyft Line,528,528,2.49,615,Carpool Service
33343,Lyft Line,627,627,2.88,854,Carpool Service
33349,Lyft Line,541,541,2.23,654,Carpool Service
33355,Lyft Line,630,630,2.96,795,Carpool Service
33361,Lyft Line,621,621,2.12,619,Carpool Service
33367,Lyft Line,472,472,1.81,488,Carpool Service
33373,Lyft Line,464,464,1.47,476,Carpool Service
33379,Lyft Line,539,539,2.47,592,Carpool Service
33385,Lyft Line,463,463,1.85,355,Carpool Service
33391,Lyft Line,459,459,1.6,469,Carpool Service
33397,Lyft Line,683,683,3.15,936,Carpool Service
33403,Lyft Line,495,495,1.64,605,Carpool Service
33409,Lyft Line,625,625,2.88,798,Carpool Service
33415,Lyft Line,886,886,2.7,704,Carpool Service
33421,Lyft Line,1150,1150,3.11,683,Carpool Service
33427,Lyft Line,849,849,2.94,665,Carpool Service
33433,Lyft Line,1138,1138,2.37,544,Carpool Service
33439,Lyft Line,1092,1092,2.14,477,Carpool Service
33445,Lyft Line,981,981,2.17,645,Carpool Service
33451,Lyft Line,1270,1270,2.44,622,Carpool Service
33457,Lyft Line,765,765,2.48,570,Carpool Service
33463,Lyft Line,1020,1020,2.46,645,Carpool Service
33469,Lyft Line,716,716,1.59,419,Carpool Service
33475,Lyft Line,866,866,2.95,673,Carpool Service
33481,Lyft Line,675,675,3.32,834,Carpool Service
33487,Lyft Line,655,655,2.52,603,Carpool Service
33493,Lyft Line,600,600,1.87,587,Carpool Service
33499,Lyft Line,954,954,1.63,486,Carpool Service
33505,Lyft Line,882,882,2.51,579,Carpool Service
33511,Lyft Line,911,911,2.54,647,Carpool Service
33517,Lyft Line,1375,1375,2.87,642,Carpool Service
33523,Lyft Line,877,877,3.04,674,Carpool Service
33529,Lyft Line,829,829,2.53,759,Carpool Service
33535,Lyft Line,755,755,2.89,767,Carpool Service
33541,Lyft Line,756,756,2.18,624,Carpool Service
33547,Lyft Line,529,529,1.44,430,Carpool Service
